	Geneid	CBS138_RPMI_DMSO_A	CBS138_RPMI_VORI_A	CBS138_RPMI_FLUC_A	CBS138_RPMI_DMSO_B	CBS138_RPMI_VORI_B	CBS138_RPMI_FLUC_B	CBS138_RPMI_DMSO_C	CBS138_RPMI_VORI_C	CBS138_RPMI_FLUC_C
1479	CAGL0F06809g	1122	1064	724	1688	891	940	912	540	2521
1480	CAGL0F06831g	2134	5640	5275	2959	4819	5723	2889	1829	16246
1481	CAGL0F06853g	1000	762	1027	1507	911	1078	1225	622	4242
1482	CAGL0F06875g	2652	5664	4184	8852	5822	4309	5756	1619	19195
1483	CAGL0F06897g	519	768	814	753	857	754	678	172	2946
1484	CAGL0F06919g	978	4154	4062	3398	3838	5566	2243	1467	15713
1485	CAGL0F06941g	1901	9309	11093	4057	10861	10633	2789	1602	45080
1486	CAGL0F06963g	195	601	589	460	421	445	368	68	1564
1487	CAGL0F06985g	327	792	691	485	607	975	326	309	2154
1488	CAGL0F07007g	531	3382	2094	1239	2069	3218	900	1020	7455
1489	CAGL0F07029g	710	6899	7464	484	4949	5025	330	1282	19864
1490	CAGL0F07051g	558	2123	1699	1165	1468	2585	779	1059	6719
1491	CAGL0F07073g	57187	54603	50885	45369	40792	40736	30894	28376	151163
1492	CAGL0F07095g	1040	1791	1523	1354	1932	1474	862	794	4737
1493	CAGL0F07117g	263	1527	1289	670	1290	1720	589	1097	4646
1494	CAGL0F07139g	2090	2449	1780	3192	1994	2087	2210	857	6549
1495	CAGL0F07161g	224	600	568	354	457	552	253	149	2364
1496	CAGL0F07183g	397	715	976	710	877	1170	655	198	3603
1497	CAGL0F07249g	1742	3622	3803	3683	3733	5553	2579	4876	13794
1498	CAGL0F07271g	178	353	321	337	370	369	234	135	1094
1499	CAGL0F07293g	1484	2395	2517	2363	3205	3059	1989	6436	14640
1500	CAGL0F07315g	737	2036	2777	1356	2214	2594	1155	803	8899
1501	CAGL0F07337g	100	134	210	166	202	197	190	17	697
1502	CAGL0F07359g	2454	7687	6454	4920	7130	8100	3497	4224	24629
1503	CAGL0F07381g	183	211	444	368	409	517	360	485	2065
1504	CAGL0F07403g	895	702	1136	1432	1022	1032	1322	742	3842
1505	CAGL0F07425g	414	699	979	659	903	1246	590	271	4136
1506	CAGL0F07447g	369	1230	1385	593	1146	1359	551	287	5002
1507	CAGL0F07469g	836	2086	1838	1165	1647	1594	923	465	4587
1508	CAGL0F07491g	7180	27164	18714	15011	18946	24687	9678	19636	70860
1509	CAGL0F07513g	112	877	954	282	637	956	272	94	2677
1510	CAGL0F07535g	1436	6030	4555	3218	4432	6327	1887	2683	19319
1511	CAGL0F07557g	216	250	270	270	282	231	169	93	1224
1512	CAGL0F07579g	3124	3124	7295	22567	7295	10051	16782	722	28993
1513	CAGL0F07601g	17256	12478	24045	41855	18262	15983	50751	1478	89529
1514	CAGL0F07623g	598	516	640	1292	617	778	1174	581	2736
1515	CAGL0F07645g	521	320	353	724	438	314	604	85	1568
1516	CAGL0F07667g	561	1368	1348	981	1129	1510	883	1319	5771
1517	CAGL0F07689g	1290	6403	4190	2800	4245	6068	1548	2517	15699
1518	CAGL0F07711g	318	421	499	437	442	626	381	330	2244
1519	CAGL0F07733g	322	523	656	385	534	612	342	207	1822
1520	CAGL0F07755g	23	18	27	26	32	25	22	49	161
1521	CAGL0F07777g	255	1515	1746	774	1711	2164	645	453	6973
1522	CAGL0F07799g	576	2847	3314	1202	2769	2863	959	606	11574
1523	CAGL0F07821g	882	3441	2792	1907	3435	3891	1146	3449	11456
1524	CAGL0F07843g	263	404	503	423	497	462	317	57	1823
1525	CAGL0F07865g	527	1904	1847	797	2415	2387	781	1902	7730
1526	CAGL0F07887g	3161	5974	5734	5968	5577	6706	4010	5866	18279
1527	CAGL0F07909g	441	552	1125	723	963	946	731	495	4634
1528	CAGL0F07931g	1763	7766	6125	4418	5970	7439	3248	1739	22007
1529	CAGL0F07953g	80	263	220	97	194	227	52	398	527
1530	CAGL0F07975g	176	2115	2024	362	2041	2254	265	407	5493
1531	CAGL0F07997g	1275	2808	2167	2925	2378	2281	2335	1271	8671
1532	CAGL0F08019g	969	1530	1662	1491	1589	1961	1271	727	5059
1533	CAGL0F08041g	2513	1343	3791	3557	3125	3202	3687	770	17546
1534	CAGL0F08063g	3699	12814	9204	8882	9774	14317	5184	10619	26183
1535	CAGL0F08085g	900	3780	5579	1332	5415	5499	1231	211	18726
1536	CAGL0F08107g	7217	23319	22078	16174	21863	26621	12315	16525	68983
1537	CAGL0F08129g	2470	1790	1322	4273	1808	1805	2267	724	6021
1538	CAGL0F08151g	1222	1855	1869	2448	1796	2306	1243	1409	6881
1539	CAGL0F08173g	84	186	263	171	257	311	203	59	954
1540	CAGL0F08195g	37	147	199	130	168	255	89	85	927
1541	CAGL0F08217g	46	229	220	171	197	255	71	44	523
1542	CAGL0F08239g	760	2869	2878	1272	2760	2742	789	815	10254
1543	CAGL0F08261g	289	1429	2215	4516	1488	3320	3442	359	6938
1544	CAGL0F08283g	1013	2051	2121	1537	1915	2578	1171	1010	7524
1545	CAGL0F08305g	383	790	785	558	815	886	425	159	3716
1546	CAGL0F08327g	591	1785	1749	1257	1543	1772	974	749	6689
1547	CAGL0F08371g	2741	3239	4514	4976	3078	3837	4892	581	14102
1548	CAGL0F08393g	319	947	1131	425	780	1035	426	55	3167
1549	CAGL0F08415g	523	1180	1251	943	953	1221	625	223	3903
1550	CAGL0F08437g	330	877	652	380	546	695	383	323	2134
1551	CAGL0F08459g	4801	7006	5168	5635	5184	6093	3468	4652	16024
1552	CAGL0F08481g	181	224	952	304	634	536	501	23	3784
1553	CAGL0F08503g	299	1463	1348	522	1013	910	383	465	3933
1554	CAGL0F08525g	714	1376	1024	1536	989	1222	883	820	3199
1555	CAGL0F08547g	42707	62110	47111	71069	44121	51882	44326	29393	172751
1556	CAGL0F08569g	2664	6011	4268	5057	4512	6216	3560	6517	18336
1557	CAGL0F08591g	51	133	154	54	134	188	48	20	448
1558	CAGL0F08613g	716	991	1115	883	932	1182	667	479	4387
1559	CAGL0F08635g	540	1174	885	653	707	1169	601	609	3561
1560	CAGL0F08657g	639	2174	1698	991	1394	1917	750	701	4975
1561	CAGL0F08679g	1882	5132	5754	3170	4716	6275	2563	3453	16614
1562	CAGL0F08701g	17	1	5	5	3	11	7	1	55
1563	CAGL0F08723g	1006	4331	2831	2575	2752	3997	1710	1976	10138
1564	CAGL0F08745g	18891	146439	150632	22882	143438	199785	11006	74533	623298
1565	CAGL0F08767g	1	1	7	3	3	3	3	1	21
1566	CAGL0F08789g	295	1247	1002	534	778	1005	611	426	3293
1567	CAGL0F08811g	717	2485	1899	1297	1920	2196	843	479	6622
1568	CAGL0F08833g	6306	11441	12441	11728	9798	11482	10007	1524	34558
1569	CAGL0F08855g	100	168	288	144	202	188	122	1	844
1570	CAGL0F08877g	90	399	348	158	233	307	153	63	805
1571	CAGL0F08943g	376	1519	1058	643	944	1189	558	564	3256
1572	CAGL0F08965g	1310	11594	11295	3099	9302	9846	2086	1680	43818
1573	CAGL0F08987g	2135	10010	8150	5544	7401	8986	3680	2966	27410
1574	CAGL0F09009g	477	562	586	919	632	702	610	303	2411
1575	CAGL0F09031g	44646	46591	49269	43021	36642	33671	31642	13380	139612
1576	CAGL0F09053g	535	1201	1217	844	1058	1247	722	409	3930
1577	CAGL0F09075g	1773	1941	2547	3369	2134	2308	3935	364	10267
1578	CAGL0F09097g	391	868	764	662	579	768	576	193	2141
1579	CAGL0F09119g	390	923	922	771	749	1076	545	298	2695
1580	CAGL0F09141g	1	3	3	1	4	1	1	3	21
1581	CAGL0F09163g	879	2953	2415	2172	2284	2974	1323	1111	8455
1582	CAGL0F09185g	1079	2872	3215	2509	3144	4603	2625	2925	12631
1583	CAGL0F09207g	8177	24119	15587	23178	17540	21939	17722	11050	60851
1584	CAGL0F09229g	610	1578	1069	987	1003	1292	848	539	3738
1585	CAGL0F09273g	1	2	1	1	1	1	1	1	1
1586	CAGL0G00154g	15660	10576	14055	19424	14917	14882	13966	9916	51335
1587	CAGL0G00176g	1979	8555	6010	3844	5634	7208	2847	2652	17251
1588	CAGL0G00220g	9447	18186	27470	14491	22097	22120	15625	3464	106477
1589	CAGL0G00242g	669	2517	3749	1244	3642	3396	809	523	11776
1590	CAGL0G00264g	1838	954	820	3334	1151	1073	2284	1157	4112
1591	CAGL0G00286g	11468	36910	41733	27130	39160	49407	20825	21754	178901
1592	CAGL0G00308g	92	67	101	99	101	71	150	4	590
1593	CAGL0G00330g	136	327	416	275	339	397	175	30	1601
1594	CAGL0G00352g	260	1071	762	611	697	972	393	254	2090
1595	CAGL0G00374g	810	1298	1481	1474	1149	1509	1194	551	4578
1596	CAGL0G00396g	1021	1820	2125	1484	1712	2313	1314	1504	7515
1597	CAGL0G00418g	571	1469	1196	1034	1032	1448	634	849	3621
1598	CAGL0G00440g	2227	6126	5710	3835	5527	5740	2619	2853	23332
1599	CAGL0G00462g	12	44	48	21	24	24	16	1	85
1600	CAGL0G00484g	768	483	346	1026	535	392	889	282	2122
1601	CAGL0G00506g	1254	3369	3082	2322	2615	4012	1723	4550	17022
1602	CAGL0G00528g	592	2556	1901	1216	1659	2096	705	897	6202
1603	CAGL0G00550g	823	6044	4713	1401	5116	7016	1197	5446	21804
1604	CAGL0G00594g	2675	17308	15696	4795	15620	17219	3224	5289	60477
1605	CAGL0G00660g	334	736	930	555	859	698	347	114	4051
1606	CAGL0G00682g	1416	2640	4054	2633	2785	3349	2255	262	14187
1607	CAGL0G00704g	163	299	286	272	271	200	217	195	1107
1608	CAGL0G00726g	532	2143	1649	1425	1532	1929	779	392	4896
1609	CAGL0G00748g	1223	1803	1922	2294	2159	2297	1591	1642	6983
1610	CAGL0G00792g	1	1	5	1	3	6	1	1	6
1611	CAGL0G00814g	666	2235	2139	1047	1925	2747	742	1321	7275
1612	CAGL0G00836g	4	9	1	4	2	4	2	3	10
1613	CAGL0G00858g	807	3645	4150	1088	3768	3638	893	814	14042
1614	CAGL0G00902g	817	1665	1683	1179	1383	1880	1123	676	5961
1615	CAGL0G00924g	1467	1064	1577	2563	1705	1693	1966	1233	6311
1616	CAGL0G00946g	747	1577	1277	1291	1204	1544	935	1247	5205
1617	CAGL0G00968g	1012	3261	3334	1870	2986	3491	1188	675	10656
1618	CAGL0G00990g	39008	40137	47917	39938	39704	39325	27149	6157	136180
1619	CAGL0G01012g	13	16	16	10	7	4	5	1	17
1620	CAGL0G01034g	6550	8480	10205	10630	9531	9391	7635	1564	37100
1621	CAGL0G01056g	39	75	68	77	50	119	40	20	240
1622	CAGL0G01078g	51219	45489	45942	62284	47916	53498	33962	41997	116883
1623	CAGL0G01100g	408	2236	2566	917	2178	2642	850	693	9140
1624	CAGL0G01122g	151	268	448	190	301	439	238	162	1760
1625	CAGL0G01144g	731	531	937	812	787	996	815	140	2920
1626	CAGL0G01166g	1368	6159	5631	3193	5320	5529	2495	2693	24018
1627	CAGL0G01188g	829	1630	1796	947	1567	1540	861	412	5894
1628	CAGL0G01210g	1318	3616	3298	2227	2840	3325	1863	1020	10771
1629	CAGL0G01232g	1726	4711	4970	2712	4429	4932	1874	2565	17646
1630	CAGL0G01254g	3407	12872	9161	8954	8774	12525	6286	4314	35371
1631	CAGL0G01276g	1105	1432	1294	1368	1377	1421	1051	1019	5116
1632	CAGL0G01298g	248	759	540	307	455	585	296	249	1758
1633	CAGL0G01320g	1253	3272	3610	1972	2998	3531	1332	947	12414
1634	CAGL0G01342g	341	1112	1990	769	1695	2077	594	157	9460
1635	CAGL0G01364g	9656	13793	12977	14502	12415	15684	8568	14256	49615
1636	CAGL0G01386g	305	929	577	637	522	737	504	541	1595
1637	CAGL0G01408g	7	8	7	14	8	15	1	1	23
1638	CAGL0G01430g	1101	2851	2210	2229	2196	2601	1154	1864	7721
1639	CAGL0G01452g	2975	12487	11080	7147	9326	13160	5430	2418	41777
1640	CAGL0G01474g	142	415	339	179	251	341	208	11	1024
1641	CAGL0G01496g	527	1889	1772	991	1263	1839	771	414	5558
1642	CAGL0G01540g	2327	8436	6466	3262	6638	7510	1871	5683	28098
1643	CAGL0G01562g	27	93	103	53	52	99	30	59	116
1644	CAGL0G01584g	658	1013	1375	1101	976	1259	965	463	3825
1645	CAGL0G01606g	624	1649	1541	967	1511	1821	714	250	6301
1646	CAGL0G01628g	428	849	745	513	677	719	489	386	2154
1647	CAGL0G01672g	3899	10839	8629	8622	9926	11423	4613	8811	44683
1648	CAGL0G01694g	252	509	628	514	592	740	417	676	2304
1649	CAGL0G01716g	377	1278	948	723	936	891	599	360	3250
1650	CAGL0G01738g	241	455	699	383	520	588	245	142	2407
1651	CAGL0G01760g	461	1379	1122	873	849	1347	530	606	4100
1652	CAGL0G01782g	602	367	860	1216	777	830	1090	511	3506
1653	CAGL0G01804g	2968	9516	9442	4913	9255	10230	3622	4423	34689
1654	CAGL0G01826g	48582	60616	42004	48242	38297	38368	29195	34829	126479
1655	CAGL0G01848g	1539	3277	2685	3838	2867	4145	2986	2897	8482
1656	CAGL0G01881g	1628	3773	2531	2849	2549	3667	1615	1319	8737
1657	CAGL0G01892g	3647	8915	10852	7892	12003	14444	5816	13244	40422
1658	CAGL0G01903g	190	1279	1282	522	1004	1732	271	412	4114
1659	CAGL0G01925g	337	727	1091	679	751	854	684	124	3833
1660	CAGL0G01947g	291	969	921	814	912	1078	576	148	4193
1661	CAGL0G01969g	1461	1661	1845	2261	1827	2383	1564	2320	6902
1662	CAGL0G01991g	2854	3324	2059	3908	2371	2937	2503	2546	7491
1663	CAGL0G02013g	1608	3010	2399	3001	2697	3147	1527	2531	9081
1664	CAGL0G02035g	1783	4096	4153	3388	3537	4223	2688	1667	15474
1665	CAGL0G02057g	290	1099	1026	644	792	1259	467	405	3468
1666	CAGL0G02079g	16327	8396	17379	18094	16241	16331	11736	1200	73454
1667	CAGL0G02101g	5635	30924	22764	23494	23271	29026	15805	10653	80776
1668	CAGL0G02123g	844	1791	1485	1878	1230	1526	1249	408	3936
1669	CAGL0G02145g	124	448	865	199	529	662	216	130	3261
1670	CAGL0G02167g	567	742	806	876	777	722	688	202	3549
1671	CAGL0G02189g	643	558	1072	836	1201	896	944	178	3670
1672	CAGL0G02211g	597	1518	1419	989	1181	1234	701	150	4474
1673	CAGL0G02233g	451	956	1077	797	970	978	687	302	3687
1674	CAGL0G02255g	777	2606	1972	1120	1650	2099	1064	936	5590
1675	CAGL0G02277g	916	2149	1875	1391	1621	1934	1059	785	5194
1676	CAGL0G02299g	256	534	487	479	439	566	489	221	1871
1677	CAGL0G02321g	265	987	645	438	723	697	346	88	2153
1678	CAGL0G02343g	196	637	589	221	353	420	186	94	1222
1679	CAGL0G02365g	266	1314	1185	727	947	1410	526	599	4075
1680	CAGL0G02387g	195	208	427	348	279	249	395	23	1390
1681	CAGL0G02409g	1284	850	824	1179	808	541	927	211	2593
1682	CAGL0G02453g	46	17	17	40	34	11	25	19	128
1683	CAGL0G02475g	41445	26278	44755	35269	36073	32330	29791	4305	130610
1684	CAGL0G02497g	1376	1482	3719	2294	2936	3304	2476	1081	12484
1685	CAGL0G02519g	217	593	537	471	404	605	278	246	1859
1686	CAGL0G02535g	970	1262	978	1348	1009	1112	807	576	3430
1687	CAGL0G02541g	866	1630	1952	1270	1781	2008	1081	702	6710
1688	CAGL0G02563g	1	131	137	32	133	256	40	59	677
1689	CAGL0G02585g	2669	6437	4645	5643	6582	3844	3093	3364	26568
1690	CAGL0G02607g	587	3149	2159	1043	2058	3111	841	1172	7961
1691	CAGL0G02629g	679	460	446	913	422	406	530	129	1762
1692	CAGL0G02651g	195	1077	900	367	602	866	289	298	2284
1693	CAGL0G02673g	2888	13380	9661	7090	10689	14037	5083	5871	42001
1694	CAGL0G02695g	268	401	748	480	544	787	412	61	2383
1695	CAGL0G02717g	20	40	145	27	98	157	38	31	365
1696	CAGL0G02739g	13	194	141	52	104	141	23	11	239
1697	CAGL0G02761g	966	1372	1103	1926	1104	1294	1342	959	3330
1698	CAGL0G02783g	317	188	568	547	492	387	521	109	2174
1699	CAGL0G02805g	366	734	1060	583	851	872	602	129	3793
1700	CAGL0G02827g	939	2952	2537	1788	2373	2878	1411	1451	8670
1701	CAGL0G02849g	31	192	1046	262	675	600	510	37	5040
1702	CAGL0G02871g	1	25	19	15	12	8	15	1	67
1703	CAGL0G02893g	398	1120	868	768	881	982	546	224	3098
1704	CAGL0G02915g	10699	13967	21796	15749	15801	17014	16620	3267	59991
1705	CAGL0G02937g	4	3	25	1	3	1	5	1	69
1706	CAGL0G02959g	764	1416	1260	1215	1359	1583	989	520	6059
1707	CAGL0G03003g	2328	2299	2467	3311	2334	2579	2294	742	8333
1708	CAGL0G03025g	188	499	463	495	457	618	264	112	1530
1709	CAGL0G03047g	192	543	428	641	318	536	417	144	1529
1710	CAGL0G03069g	275	444	364	370	404	324	368	112	888
1711	CAGL0G03091g	6499	9555	8402	8225	7138	7917	6287	2278	23642
1712	CAGL0G03113g	441	604	684	706	633	611	569	96	2085
1713	CAGL0G03135g	92	112	110	143	179	142	121	47	572
1714	CAGL0G03157g	604	1180	1548	959	1140	980	781	30	5733
1715	CAGL0G03179g	1355	2431	3949	1808	2743	3692	1910	1063	13215
1716	CAGL0G03201g	313	534	742	506	537	607	392	104	2590
1717	CAGL0G03223g	407	1620	1244	1145	1353	1547	800	344	4283
1718	CAGL0G03245g	1497	8537	8230	3683	7859	10651	2549	3175	36034
1719	CAGL0G03267g	538	791	837	966	705	730	939	286	2895
1720	CAGL0G03289g	214	1084	3264	1457	2662	3349	1816	146	20905
1721	CAGL0G03311g	3420	4267	4734	3859	4051	3882	3121	1263	13748
1722	CAGL0G03333g	197	482	409	337	383	458	291	63	1185
1723	CAGL0G03355g	1339	3224	2447	1840	2207	2312	1481	576	7288
1724	CAGL0G03377g	1	1	3	1	1	3	1	1	1
1725	CAGL0G03399g	1009	2848	2637	1973	2263	3082	1568	1092	8251
1726	CAGL0G03421g	398	482	631	693	518	657	632	226	2664
1727	CAGL0G03443g	4756	1527	3294	5954	3424	3848	2978	4485	12229
1728	CAGL0G03465g	624	1053	1135	1248	1069	1091	865	176	4725
1729	CAGL0G03487g	446	541	695	910	705	871	525	350	2330
1730	CAGL0G03509g	264	475	500	470	374	449	360	154	1992
1731	CAGL0G03531g	52	166	193	106	185	127	161	39	386
1732	CAGL0G03553g	157	506	504	357	542	551	195	299	1771
1733	CAGL0G03575g	82281	92043	71960	100611	68033	75297	51723	39268	246323
1734	CAGL0G03597g	994	2121	2110	1365	1945	2410	1434	901	7485
1735	CAGL0G03619g	246	1076	934	505	786	989	373	606	3370
1736	CAGL0G03641g	2851	4145	4944	4730	4378	5507	3817	4153	18202
1737	CAGL0G03663g	11142	28140	23793	21695	24320	32084	13794	18997	77810
1738	CAGL0G03685g	164	524	483	269	441	427	187	30	1520
1739	CAGL0G03707g	1640	3337	3940	2413	2991	3740	2386	1202	11271
1740	CAGL0G03729g	3	9	16	3	3	9	10	1	98
1741	CAGL0G03751g	1602	1993	3167	3137	3106	3552	2916	2823	9409
1742	CAGL0G03773g	2930	12999	9004	12791	8124	12760	8942	2320	31165
1743	CAGL0G03795g	4442	4396	9915	5215	5673	6500	6034	1927	37697
1744	CAGL0G03861g	164	510	376	302	342	414	193	118	1341
1745	CAGL0G03883g	243	777	1752	615	1114	1749	590	473	7462
1746	CAGL0G03905g	1613	634	1036	2162	1208	1439	939	1452	8628
1747	CAGL0G03927g	131	77	86	98	37	48	104	13	218
1748	CAGL0G03949g	2	3	7	5	9	5	3	1	11
1749	CAGL0G03971g	609	785	1990	747	1218	1310	993	383	4623
1750	CAGL0G03993g	1	1	2	5	7	1	5	1	12
1751	CAGL0G04015g	974	1988	2631	1340	1912	2194	1171	542	7144
1752	CAGL0G04037g	670	1958	1640	1324	1274	1705	1115	565	4863
1753	CAGL0G04059g	881	2103	1753	1341	1906	2161	892	507	5857
1754	CAGL0G04081g	154	915	815	378	600	878	360	218	2324
1755	CAGL0G04103g	387	1708	1414	630	1071	1365	545	661	4404
1756	CAGL0G04125g	1	1	3	3	1	1	1	1	13
1757	CAGL0G04147g	101	122	416	248	287	350	212	232	1754
1758	CAGL0G04169g	376	831	825	612	814	973	502	572	2796
1759	CAGL0G04191g	125	282	230	221	217	213	175	93	628
1760	CAGL0G04213g	2625	4265	3702	4439	3628	3508	3263	1257	12122
1761	CAGL0G04279g	37	131	86	44	87	141	35	27	416
1762	CAGL0G04345g	93	57	115	94	139	148	104	149	641
1763	CAGL0G04367g	7130	16221	11815	16535	13896	17191	8708	14417	47084
1764	CAGL0G04389g	302	761	623	599	587	715	511	274	2394
1765	CAGL0G04411g	5836	3243	3186	10158	4546	4445	5082	6093	27477
1766	CAGL0G04433g	1595	4018	4401	2506	4513	4126	2315	792	19559
1767	CAGL0G04455g	69	335	202	130	276	333	103	137	564
1768	CAGL0G04499g	219	2407	3572	474	2453	1788	423	407	18203
1769	CAGL0G04521g	791	1903	1677	1253	1358	1368	1021	417	4079
1770	CAGL0G04543g	909	2930	2575	1973	2743	3765	1313	655	11171
1771	CAGL0G04565g	43	15	45	56	45	34	54	13	250
1772	CAGL0G04587g	227	445	438	414	329	475	319	231	1493
1773	CAGL0G04609g	130	247	474	541	356	385	393	25	1470
1774	CAGL0G04631g	4527	5590	5811	10214	4179	6956	9544	1306	18781
1775	CAGL0G04653g	670	1317	916	914	894	1106	689	734	2977
1776	CAGL0G04675g	197	147	723	223	435	377	350	87	2704
1777	CAGL0G04697g	105	309	380	187	271	326	159	140	1141
1778	CAGL0G04719g	142	684	450	225	424	502	166	203	2186
1779	CAGL0G04741g	3018	2763	4031	9123	5816	4454	6065	1303	28203
1780	CAGL0G04763g	2220	2062	3063	3378	2937	3541	3140	779	17072
1781	CAGL0G04785g	509	702	1041	795	1034	1475	797	760	6546
1782	CAGL0G04807g	520	534	844	889	731	715	741	110	2810
1783	CAGL0G04829g	735	3080	3142	1739	2580	4382	1503	2139	10980
1784	CAGL0G04851g	7083	8734	9083	9171	7299	8569	7028	5530	34079
1785	CAGL0G04873g	1588	6301	6425	3538	6411	7989	2240	3701	25822
1786	CAGL0G04895g	1744	8323	6250	5381	6027	8199	2246	1940	30986
1787	CAGL0G04917g	1112	4228	2830	2775	2828	4312	1770	2028	10069
1788	CAGL0G04939g	24	69	62	58	54	66	30	40	289
1789	CAGL0G04961g	2296	4434	4642	3925	3450	4850	3227	4360	17774
1790	CAGL0G04983g	1131	1866	1061	2093	1212	1304	1596	1052	3376
1791	CAGL0G05005g	158	108	255	227	132	224	145	145	791
1792	CAGL0G05027g	42776	37558	37723	46592	32205	34515	20731	7699	171434
1793	CAGL0G05049g	518	3551	2701	1542	2128	2731	1026	709	8663
1794	CAGL0G05071g	1209	2956	3044	1505	2713	2828	1229	1367	10440
1795	CAGL0G05093g	712	4596	2364	1445	2610	3632	1199	1731	6852
1796	CAGL0G05115g	1455	1953	2127	2037	1730	1881	1595	408	6581
1797	CAGL0G05159g	97	314	227	172	197	194	132	113	744
1798	CAGL0G05181g	597	2072	1897	1712	2046	2710	1262	849	8189
1799	CAGL0G05203g	55	86	121	82	127	165	63	24	339
1800	CAGL0G05225g	935	2998	2382	1816	2154	3114	1321	1052	8949
1801	CAGL0G05247g	597	3415	2798	1312	3085	3540	1017	1510	9261
1802	CAGL0G05269g	83	864	1099	391	853	1399	442	175	5451
1803	CAGL0G05291g	536	1536	1948	1006	1469	1419	867	177	5435
1804	CAGL0G05313g	2070	3062	5091	3757	5152	6143	3203	1087	25866
1805	CAGL0G05329g	287	717	708	437	530	627	284	203	1501
1806	CAGL0G05335g	408	856	2271	594	1363	1333	606	58	7444
1807	CAGL0G05357g	396	2009	2386	1103	1560	3298	989	2219	8032
1808	CAGL0G05379g	363	230	462	522	385	416	651	224	1706
1809	CAGL0G05401g	264	264	382	499	319	403	364	51	1625
1810	CAGL0G05423g	23	181	159	125	184	228	80	37	550
1811	CAGL0G05445g	1025	1550	1482	1554	1296	1331	1265	362	4480
1812	CAGL0G05467g	263	162	235	260	205	266	357	29	672
1813	CAGL0G05489g	774	3252	1934	1620	1602	2329	1264	503	6295
1814	CAGL0G05511g	255	841	1197	582	869	1009	658	123	2876
1815	CAGL0G05522g	1	1	1	1	7	5	7	1	27
1816	CAGL0G05544g	112	1379	1701	377	1638	2564	416	359	7359
1817	CAGL0G05566g	1359	289	661	1934	631	1110	1948	892	2434
1818	CAGL0G05588g	37	16	47	61	26	25	27	29	111
1819	CAGL0G05610g	2253	5697	4265	3658	4206	5455	2629	3132	15310
1820	CAGL0G05632g	34	25	58	156	40	66	197	4	224
1821	CAGL0G05654g	154	232	520	259	367	422	260	72	2287
1822	CAGL0G05676g	142	771	560	320	424	736	220	162	1712
1823	CAGL0G05698g	189	1324	2206	907	1345	1815	1107	186	6980
1824	CAGL0G05720g	66	314	343	125	344	428	82	83	1060
1825	CAGL0G05742g	1025	661	540	2099	636	650	1275	288	1735
1826	CAGL0G05764g	277	407	733	674	507	544	800	118	1665
1827	CAGL0G05786g	1281	2647	2904	1838	2356	2680	1776	767	7336
1828	CAGL0G05808g	313	351	344	592	319	391	434	47	1370
1829	CAGL0G05830g	1685	3962	7223	5450	5380	7388	5582	1742	30796
1830	CAGL0G05852g	411	621	968	657	777	939	738	150	2810
1831	CAGL0G05874g	2957	4434	3018	5071	3544	3120	3366	1582	16342
1832	CAGL0G05896g	1659	2393	2739	5273	2290	2679	4478	243	7210
1833	CAGL0G05918g	218	456	435	342	370	542	331	357	1747
1834	CAGL0G05940g	68389	53241	55797	63566	47654	47587	42095	41991	203288
1835	CAGL0G05962g	227	1499	1230	492	1055	1542	477	549	4103
1836	CAGL0G05984g	139	527	579	257	564	887	194	485	2093
1837	CAGL0G06006g	1061	7245	7266	2327	7147	9673	1809	3205	28994
1838	CAGL0G06028g	1598	7103	4690	3507	4354	6053	2328	4506	18668
1839	CAGL0G06050g	355	1250	1483	685	1297	1522	682	246	6437
1840	CAGL0G06072g	569	2118	2655	1338	2352	2935	1126	220	9682
1841	CAGL0G06094g	664	1769	2822	1247	2897	3869	1151	1474	14440
1842	CAGL0G06116g	212	420	287	316	260	409	247	82	1175
1843	CAGL0G06138g	1215	3358	2932	2746	3036	3393	1813	1165	10301
1844	CAGL0G06160g	7	1	1	1	14	15	3	1	12
1845	CAGL0G06182g	167	537	519	170	477	574	178	130	1914
1846	CAGL0G06226g	330	355	678	682	608	501	649	122	2099
1847	CAGL0G06248g	2674	1516	1857	4674	2361	2153	3533	1153	9181
1848	CAGL0G06270g	1390	5511	5458	2917	4929	6254	1844	3270	21849
1849	CAGL0G06292g	146	614	476	188	369	551	171	151	1163
1850	CAGL0G06314g	379	1732	1624	877	1361	1469	799	273	4337
1851	CAGL0G06336g	429	932	1115	808	858	1053	679	134	3973
1852	CAGL0G06358g	2136	6026	9747	2945	7756	10419	2533	4244	34398
1853	CAGL0G06380g	3569	5701	5182	6463	6413	6325	3489	2146	19629
1854	CAGL0G06402g	1511	2787	5349	3141	5793	5083	2353	1296	30342
1855	CAGL0G06424g	391	2730	2401	1048	1911	2729	772	1241	7097
1856	CAGL0G06446g	68	67	48	43	80	95	32	29	235
1857	CAGL0G06468g	475	1488	1892	479	1228	1235	504	259	3722
1858	CAGL0G06490g	32135	25738	30862	27337	24556	22373	20960	10087	100912
1859	CAGL0G06556g	913	1198	1679	1408	1350	2241	1185	1317	7597
1860	CAGL0G06578g	535	1246	948	749	1038	1098	600	310	3900
1861	CAGL0G06600g	595	2009	1770	1354	1750	1949	1047	410	5743
